,NameEng,NameVn,Nutritions,Water,Energy,Prottein,Fat,Carb,Fiber,Sugars,Calcium,Iron_Fe,Magne_Mg,Potassium_K,Sodium_Na,Zinc_Z,Vitamin_C,Vitamin_B6,Vitamin_B12,Vitamin_A,Vitamin_E,Vitamin_D23,Vitamin_D,Cholesterol,Caffein
61,Banana,Chuối,"{""Water"": ""74.91 g"", ""Energy"": ""89.0 kcal"", ""Protein"": ""1.09 g"", ""Total lipid (fat)"": ""0.33 g"", ""Carbohydrate, by difference"": ""22.84 g"", ""Fiber, total dietary"": ""2.6 g"", ""Sugars, total"": ""12.23 g"", ""Calcium, Ca"": ""5.0 mg"", ""Iron, Fe"": ""0.26 mg"", ""Magnesium, Mg"": ""27.0 mg"", ""Phosphorus, P"": ""22.0 mg"", ""Potassium, K"": ""358.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.15 mg"", ""Vitamin C, total ascorbic acid"": ""8.7 mg"", ""Thiamin"": ""0.031 mg"", ""Riboflavin"": ""0.073 mg"", ""Niacin"": ""0.665 mg"", ""Vitamin B-6"": ""0.367 mg"", ""Folate, DFE"": ""20.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""3.0 µg"", ""Vitamin A, IU"": ""64.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.1 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.5 µg"", ""Fatty acids, total saturated"": ""0.112 g"", ""Fatty acids, total monounsaturated"": ""0.032 g"", ""Fatty acids, total polyunsaturated"": ""0.073 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",74.91 g,89.0 kcal,1.09 g,0.33 g,22.84 g,2.6 g,12.23 g,5.0 mg,0.26 mg,27.0 mg,358.0 mg,1.0 mg,0.15 mg,8.7 mg,0.367 mg,0.0 µg,3.0 µg,0.1 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
62,grape fruit,Bưởi,"{""Energy"": ""81.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""18.18 g"", ""Sugars, total"": ""14.14 g"", ""Sodium, Na"": ""10.0 mg"", ""Vitamin C, total ascorbic acid"": ""60.6 mg""}",0,81.0 kcal,0.0 g,0.0 g,18.18 g,0,14.14 g,0,0,0,0,10.0 mg,0,60.6 mg,0,0,0,0,0,0,0,0
63,kumquat,Quất (tắc),"{""Water"": ""80.85 g"", ""Energy"": ""71.0 kcal"", ""Protein"": ""1.88 g"", ""Total lipid (fat)"": ""0.86 g"", ""Carbohydrate, by difference"": ""15.9 g"", ""Fiber, total dietary"": ""6.5 g"", ""Sugars, total"": ""9.36 g"", ""Calcium, Ca"": ""62.0 mg"", ""Iron, Fe"": ""0.86 mg"", ""Magnesium, Mg"": ""20.0 mg"", ""Phosphorus, P"": ""19.0 mg"", ""Potassium, K"": ""186.0 mg"", ""Sodium, Na"": ""10.0 mg"", ""Zinc, Zn"": ""0.17 mg"", ""Vitamin C, total ascorbic acid"": ""43.9 mg"", ""Thiamin"": ""0.037 mg"", ""Riboflavin"": ""0.09 mg"", ""Niacin"": ""0.429 mg"", ""Vitamin B-6"": ""0.036 mg"", ""Folate, DFE"": ""17.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""15.0 µg"", ""Vitamin A, IU"": ""290.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.15 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""0.103 g"", ""Fatty acids, total monounsaturated"": ""0.154 g"", ""Fatty acids, total polyunsaturated"": ""0.171 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",80.85 g,71.0 kcal,1.88 g,0.86 g,15.9 g,6.5 g,9.36 g,62.0 mg,0.86 mg,20.0 mg,186.0 mg,10.0 mg,0.17 mg,43.9 mg,0.036 mg,0.0 µg,15.0 µg,0.15 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
64,durian,Sầu riêng,"{""Water"": ""64.99 g"", ""Energy"": ""147.0 kcal"", ""Protein"": ""1.47 g"", ""Total lipid (fat)"": ""5.33 g"", ""Carbohydrate, by difference"": ""27.09 g"", ""Fiber, total dietary"": ""3.8 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""0.43 mg"", ""Magnesium, Mg"": ""30.0 mg"", ""Phosphorus, P"": ""39.0 mg"", ""Potassium, K"": ""436.0 mg"", ""Sodium, Na"": ""2.0 mg"", ""Zinc, Zn"": ""0.28 mg"", ""Vitamin C, total ascorbic acid"": ""19.7 mg"", ""Thiamin"": ""0.374 mg"", ""Riboflavin"": ""0.2 mg"", ""Niacin"": ""1.074 mg"", ""Vitamin B-6"": ""0.316 mg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""2.0 µg"", ""Vitamin A, IU"": ""44.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",64.99 g,147.0 kcal,1.47 g,5.33 g,27.09 g,3.8 g,0,6.0 mg,0.43 mg,30.0 mg,436.0 mg,2.0 mg,0.28 mg,19.7 mg,0.316 mg,0.0 µg,2.0 µg,0,0,0,0.0 mg,0
65,lemon,Chanh vàng,"{""Water"": ""88.98 g"", ""Energy"": ""29.0 kcal"", ""Protein"": ""1.1 g"", ""Total lipid (fat)"": ""0.3 g"", ""Carbohydrate, by difference"": ""9.32 g"", ""Fiber, total dietary"": ""2.8 g"", ""Sugars, total"": ""2.5 g"", ""Calcium, Ca"": ""26.0 mg"", ""Iron, Fe"": ""0.6 mg"", ""Magnesium, Mg"": ""8.0 mg"", ""Phosphorus, P"": ""16.0 mg"", ""Potassium, K"": ""138.0 mg"", ""Sodium, Na"": ""2.0 mg"", ""Zinc, Zn"": ""0.06 mg"", ""Vitamin C, total ascorbic acid"": ""53.0 mg"", ""Thiamin"": ""0.04 mg"", ""Riboflavin"": ""0.02 mg"", ""Niacin"": ""0.1 mg"", ""Vitamin B-6"": ""0.08 mg"", ""Folate, DFE"": ""11.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""1.0 µg"", ""Vitamin A, IU"": ""22.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.15 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""0.039 g"", ""Fatty acids, total monounsaturated"": ""0.011 g"", ""Fatty acids, total polyunsaturated"": ""0.089 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",88.98 g,29.0 kcal,1.1 g,0.3 g,9.32 g,2.8 g,2.5 g,26.0 mg,0.6 mg,8.0 mg,138.0 mg,2.0 mg,0.06 mg,53.0 mg,0.08 mg,0.0 µg,1.0 µg,0.15 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
66,lime,Chanh xanh,"{""Water"": ""88.26 g"", ""Energy"": ""30.0 kcal"", ""Protein"": ""0.7 g"", ""Total lipid (fat)"": ""0.2 g"", ""Carbohydrate, by difference"": ""10.54 g"", ""Fiber, total dietary"": ""2.8 g"", ""Sugars, total"": ""1.69 g"", ""Calcium, Ca"": ""33.0 mg"", ""Iron, Fe"": ""0.6 mg"", ""Magnesium, Mg"": ""6.0 mg"", ""Phosphorus, P"": ""18.0 mg"", ""Potassium, K"": ""102.0 mg"", ""Sodium, Na"": ""2.0 mg"", ""Zinc, Zn"": ""0.11 mg"", ""Vitamin C, total ascorbic acid"": ""29.1 mg"", ""Thiamin"": ""0.03 mg"", ""Riboflavin"": ""0.02 mg"", ""Niacin"": ""0.2 mg"", ""Vitamin B-6"": ""0.043 mg"", ""Folate, DFE"": ""8.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""2.0 µg"", ""Vitamin A, IU"": ""50.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.22 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.6 µg"", ""Fatty acids, total saturated"": ""0.022 g"", ""Fatty acids, total monounsaturated"": ""0.019 g"", ""Fatty acids, total polyunsaturated"": ""0.055 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",88.26 g,30.0 kcal,0.7 g,0.2 g,10.54 g,2.8 g,1.69 g,33.0 mg,0.6 mg,6.0 mg,102.0 mg,2.0 mg,0.11 mg,29.1 mg,0.043 mg,0.0 µg,2.0 µg,0.22 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
67,plum,Mận,"{""Water"": ""87.23 g"", ""Energy"": ""46.0 kcal"", ""Protein"": ""0.7 g"", ""Total lipid (fat)"": ""0.28 g"", ""Carbohydrate, by difference"": ""11.42 g"", ""Fiber, total dietary"": ""1.4 g"", ""Sugars, total"": ""9.92 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""0.17 mg"", ""Magnesium, Mg"": ""7.0 mg"", ""Phosphorus, P"": ""16.0 mg"", ""Potassium, K"": ""157.0 mg"", ""Sodium, Na"": ""0.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""9.5 mg"", ""Thiamin"": ""0.028 mg"", ""Riboflavin"": ""0.026 mg"", ""Niacin"": ""0.417 mg"", ""Vitamin B-6"": ""0.029 mg"", ""Folate, DFE"": ""5.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""17.0 µg"", ""Vitamin A, IU"": ""345.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.26 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""6.4 µg"", ""Fatty acids, total saturated"": ""0.017 g"", ""Fatty acids, total monounsaturated"": ""0.134 g"", ""Fatty acids, total polyunsaturated"": ""0.044 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",87.23 g,46.0 kcal,0.7 g,0.28 g,11.42 g,1.4 g,9.92 g,6.0 mg,0.17 mg,7.0 mg,157.0 mg,0.0 mg,0.1 mg,9.5 mg,0.029 mg,0.0 µg,17.0 µg,0.26 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
68,peach,Đào,"{""Water"": ""88.87 g"", ""Energy"": ""39.0 kcal"", ""Protein"": ""0.91 g"", ""Total lipid (fat)"": ""0.25 g"", ""Carbohydrate, by difference"": ""9.54 g"", ""Fiber, total dietary"": ""1.5 g"", ""Sugars, total"": ""8.39 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""0.25 mg"", ""Magnesium, Mg"": ""9.0 mg"", ""Phosphorus, P"": ""20.0 mg"", ""Potassium, K"": ""190.0 mg"", ""Sodium, Na"": ""0.0 mg"", ""Zinc, Zn"": ""0.17 mg"", ""Vitamin C, total ascorbic acid"": ""6.6 mg"", ""Thiamin"": ""0.024 mg"", ""Riboflavin"": ""0.031 mg"", ""Niacin"": ""0.806 mg"", ""Vitamin B-6"": ""0.025 mg"", ""Folate, DFE"": ""4.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""16.0 µg"", ""Vitamin A, IU"": ""326.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.73 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""2.6 µg"", ""Fatty acids, total saturated"": ""0.019 g"", ""Fatty acids, total monounsaturated"": ""0.067 g"", ""Fatty acids, total polyunsaturated"": ""0.086 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",88.87 g,39.0 kcal,0.91 g,0.25 g,9.54 g,1.5 g,8.39 g,6.0 mg,0.25 mg,9.0 mg,190.0 mg,0.0 mg,0.17 mg,6.6 mg,0.025 mg,0.0 µg,16.0 µg,0.73 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
69,cherry,Anh đào,"{""Water"": ""90.81 g"", ""Energy"": ""33.0 kcal"", ""Protein"": ""0.8 g"", ""Total lipid (fat)"": ""0.4 g"", ""Carbohydrate, by difference"": ""7.49 g"", ""Calcium, Ca"": ""9.0 mg"", ""Iron, Fe"": ""0.2 mg"", ""Magnesium, Mg"": ""12.0 mg"", ""Phosphorus, P"": ""11.0 mg"", ""Potassium, K"": ""103.0 mg"", ""Sodium, Na"": ""3.0 mg"", ""Vitamin C, total ascorbic acid"": ""26.3 mg"", ""Thiamin"": ""0.03 mg"", ""Riboflavin"": ""0.04 mg"", ""Niacin"": ""0.3 mg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""75.0 µg"", ""Vitamin A, IU"": ""1500.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",90.81 g,33.0 kcal,0.8 g,0.4 g,7.49 g,0,0,9.0 mg,0.2 mg,12.0 mg,103.0 mg,3.0 mg,0,26.3 mg,0,0.0 µg,75.0 µg,0,0,0,0.0 mg,0
70,rambutan,Chôm chôm,"{""Water"": ""90.81 g"", ""Energy"": ""33.0 kcal"", ""Protein"": ""0.8 g"", ""Total lipid (fat)"": ""0.4 g"", ""Carbohydrate, by difference"": ""7.49 g"", ""Calcium, Ca"": ""9.0 mg"", ""Iron, Fe"": ""0.2 mg"", ""Magnesium, Mg"": ""12.0 mg"", ""Phosphorus, P"": ""11.0 mg"", ""Potassium, K"": ""103.0 mg"", ""Sodium, Na"": ""3.0 mg"", ""Vitamin C, total ascorbic acid"": ""26.3 mg"", ""Thiamin"": ""0.03 mg"", ""Riboflavin"": ""0.04 mg"", ""Niacin"": ""0.3 mg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""75.0 µg"", ""Vitamin A, IU"": ""1500.0 IU"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",90.81 g,33.0 kcal,0.8 g,0.4 g,7.49 g,0,0,9.0 mg,0.2 mg,12.0 mg,103.0 mg,3.0 mg,0,26.3 mg,0,0.0 µg,75.0 µg,0,0,0,0.0 mg,0
71,coconut,dừa,"{""Energy"": ""375.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""100.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""100.0 g"", ""Sodium, Na"": ""125.0 mg"", ""Fatty acids, total saturated"": ""0.0 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",0,375.0 kcal,0.0 g,0.0 g,100.0 g,0.0 g,100.0 g,0,0,0,0,125.0 mg,0,0,0,0,0,0,0,0,0.0 mg,0
72,dragon fruit,thanh long,"{""Energy"": ""333.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""85.71 g"", ""Sugars, total"": ""64.29 g"", ""Sodium, Na"": ""36.0 mg""}",0,333.0 kcal,0.0 g,0.0 g,85.71 g,0,64.29 g,0,0,0,0,36.0 mg,0,0,0,0,0,0,0,0,0,0
73,melon,dưa,"{""Water"": ""96.1 g"", ""Energy"": ""13.0 kcal"", ""Protein"": ""0.4 g"", ""Total lipid (fat)"": ""0.2 g"", ""Carbohydrate, by difference"": ""3.0 g"", ""Fiber, total dietary"": ""2.9 g"", ""Calcium, Ca"": ""19.0 mg"", ""Iron, Fe"": ""0.4 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""19.0 mg"", ""Potassium, K"": ""6.0 mg"", ""Sodium, Na"": ""111.0 mg"", ""Zinc, Zn"": ""0.61 mg"", ""Vitamin C, total ascorbic acid"": ""13.0 mg"", ""Thiamin"": ""0.04 mg"", ""Riboflavin"": ""0.11 mg"", ""Niacin"": ""0.4 mg"", ""Vitamin B-6"": ""0.035 mg"", ""Folate, DFE"": ""5.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""0.0 IU"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Fatty acids, total saturated"": ""0.016 g"", ""Fatty acids, total monounsaturated"": ""0.037 g"", ""Fatty acids, total polyunsaturated"": ""0.087 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",96.1 g,13.0 kcal,0.4 g,0.2 g,3.0 g,2.9 g,0,19.0 mg,0.4 mg,10.0 mg,6.0 mg,111.0 mg,0.61 mg,13.0 mg,0.035 mg,0.0 µg,0.0 µg,0,0.0 µg,0.0 IU,0.0 mg,0
74,watermelon,dưa hấu,"{""Water"": ""91.45 g"", ""Energy"": ""30.0 kcal"", ""Protein"": ""0.61 g"", ""Total lipid (fat)"": ""0.15 g"", ""Carbohydrate, by difference"": ""7.55 g"", ""Fiber, total dietary"": ""0.4 g"", ""Sugars, total"": ""6.2 g"", ""Calcium, Ca"": ""7.0 mg"", ""Iron, Fe"": ""0.24 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""11.0 mg"", ""Potassium, K"": ""112.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""8.1 mg"", ""Thiamin"": ""0.033 mg"", ""Riboflavin"": ""0.021 mg"", ""Niacin"": ""0.178 mg"", ""Vitamin B-6"": ""0.045 mg"", ""Folate, DFE"": ""3.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""28.0 µg"", ""Vitamin A, IU"": ""569.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.05 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.1 µg"", ""Fatty acids, total saturated"": ""0.016 g"", ""Fatty acids, total monounsaturated"": ""0.037 g"", ""Fatty acids, total polyunsaturated"": ""0.05 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",91.45 g,30.0 kcal,0.61 g,0.15 g,7.55 g,0.4 g,6.2 g,7.0 mg,0.24 mg,10.0 mg,112.0 mg,1.0 mg,0.1 mg,8.1 mg,0.045 mg,0.0 µg,28.0 µg,0.05 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
75,longan,nhãn,"{""Water"": ""82.75 g"", ""Energy"": ""60.0 kcal"", ""Protein"": ""1.31 g"", ""Total lipid (fat)"": ""0.1 g"", ""Carbohydrate, by difference"": ""15.14 g"", ""Fiber, total dietary"": ""1.1 g"", ""Calcium, Ca"": ""1.0 mg"", ""Iron, Fe"": ""0.13 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""21.0 mg"", ""Potassium, K"": ""266.0 mg"", ""Sodium, Na"": ""0.0 mg"", ""Zinc, Zn"": ""0.05 mg"", ""Vitamin C, total ascorbic acid"": ""84.0 mg"", ""Thiamin"": ""0.031 mg"", ""Riboflavin"": ""0.14 mg"", ""Niacin"": ""0.3 mg"", ""Vitamin B-12"": ""0.0 µg"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",82.75 g,60.0 kcal,1.31 g,0.1 g,15.14 g,1.1 g,0,1.0 mg,0.13 mg,10.0 mg,266.0 mg,0.0 mg,0.05 mg,84.0 mg,0,0.0 µg,0,0,0,0,0.0 mg,0
76,lychee,vải,"{""Water"": ""81.76 g"", ""Energy"": ""66.0 kcal"", ""Protein"": ""0.83 g"", ""Total lipid (fat)"": ""0.44 g"", ""Carbohydrate, by difference"": ""16.53 g"", ""Fiber, total dietary"": ""1.3 g"", ""Sugars, total"": ""15.23 g"", ""Calcium, Ca"": ""5.0 mg"", ""Iron, Fe"": ""0.31 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""31.0 mg"", ""Potassium, K"": ""171.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.07 mg"", ""Vitamin C, total ascorbic acid"": ""71.5 mg"", ""Thiamin"": ""0.011 mg"", ""Riboflavin"": ""0.065 mg"", ""Niacin"": ""0.603 mg"", ""Vitamin B-6"": ""0.1 mg"", ""Folate, DFE"": ""14.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""0.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.07 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.4 µg"", ""Fatty acids, total saturated"": ""0.099 g"", ""Fatty acids, total monounsaturated"": ""0.12 g"", ""Fatty acids, total polyunsaturated"": ""0.132 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",81.76 g,66.0 kcal,0.83 g,0.44 g,16.53 g,1.3 g,15.23 g,5.0 mg,0.31 mg,10.0 mg,171.0 mg,1.0 mg,0.07 mg,71.5 mg,0.1 mg,0.0 µg,0.0 µg,0.07 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
77,passion fruit,chanh leo,"{""Water"": ""72.93 g"", ""Energy"": ""97.0 kcal"", ""Protein"": ""2.2 g"", ""Total lipid (fat)"": ""0.7 g"", ""Carbohydrate, by difference"": ""23.38 g"", ""Fiber, total dietary"": ""10.4 g"", ""Sugars, total"": ""11.2 g"", ""Calcium, Ca"": ""12.0 mg"", ""Iron, Fe"": ""1.6 mg"", ""Magnesium, Mg"": ""29.0 mg"", ""Phosphorus, P"": ""68.0 mg"", ""Potassium, K"": ""348.0 mg"", ""Sodium, Na"": ""28.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""30.0 mg"", ""Thiamin"": ""0.0 mg"", ""Riboflavin"": ""0.13 mg"", ""Niacin"": ""1.5 mg"", ""Vitamin B-6"": ""0.1 mg"", ""Folate, DFE"": ""14.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""64.0 µg"", ""Vitamin A, IU"": ""1272.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.02 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.7 µg"", ""Fatty acids, total saturated"": ""0.059 g"", ""Fatty acids, total monounsaturated"": ""0.086 g"", ""Fatty acids, total polyunsaturated"": ""0.411 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",72.93 g,97.0 kcal,2.2 g,0.7 g,23.38 g,10.4 g,11.2 g,12.0 mg,1.6 mg,29.0 mg,348.0 mg,28.0 mg,0.1 mg,30.0 mg,0.1 mg,0.0 µg,64.0 µg,0.02 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
78,tamarind,me,"{""Water"": ""31.4 g"", ""Energy"": ""239.0 kcal"", ""Protein"": ""2.8 g"", ""Total lipid (fat)"": ""0.6 g"", ""Carbohydrate, by difference"": ""62.5 g"", ""Fiber, total dietary"": ""5.1 g"", ""Sugars, total"": ""38.8 g"", ""Calcium, Ca"": ""74.0 mg"", ""Iron, Fe"": ""2.8 mg"", ""Magnesium, Mg"": ""92.0 mg"", ""Phosphorus, P"": ""113.0 mg"", ""Potassium, K"": ""628.0 mg"", ""Sodium, Na"": ""28.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""3.5 mg"", ""Thiamin"": ""0.428 mg"", ""Riboflavin"": ""0.152 mg"", ""Niacin"": ""1.938 mg"", ""Vitamin B-6"": ""0.066 mg"", ""Folate, DFE"": ""14.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""2.0 µg"", ""Vitamin A, IU"": ""30.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.1 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""2.8 µg"", ""Fatty acids, total saturated"": ""0.272 g"", ""Fatty acids, total monounsaturated"": ""0.181 g"", ""Fatty acids, total polyunsaturated"": ""0.059 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",31.4 g,239.0 kcal,2.8 g,0.6 g,62.5 g,5.1 g,38.8 g,74.0 mg,2.8 mg,92.0 mg,628.0 mg,28.0 mg,0.1 mg,3.5 mg,0.066 mg,0.0 µg,2.0 µg,0.1 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
79,apricot,mơ,"{""Water"": ""86.35 g"", ""Energy"": ""48.0 kcal"", ""Protein"": ""1.4 g"", ""Total lipid (fat)"": ""0.39 g"", ""Carbohydrate, by difference"": ""11.12 g"", ""Fiber, total dietary"": ""2.0 g"", ""Sugars, total"": ""9.24 g"", ""Calcium, Ca"": ""13.0 mg"", ""Iron, Fe"": ""0.39 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""23.0 mg"", ""Potassium, K"": ""259.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.2 mg"", ""Vitamin C, total ascorbic acid"": ""10.0 mg"", ""Thiamin"": ""0.03 mg"", ""Riboflavin"": ""0.04 mg"", ""Niacin"": ""0.6 mg"", ""Vitamin B-6"": ""0.054 mg"", ""Folate, DFE"": ""9.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""96.0 µg"", ""Vitamin A, IU"": ""1926.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.89 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""3.3 µg"", ""Fatty acids, total saturated"": ""0.027 g"", ""Fatty acids, total monounsaturated"": ""0.17 g"", ""Fatty acids, total polyunsaturated"": ""0.077 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",86.35 g,48.0 kcal,1.4 g,0.39 g,11.12 g,2.0 g,9.24 g,13.0 mg,0.39 mg,10.0 mg,259.0 mg,1.0 mg,0.2 mg,10.0 mg,0.054 mg,0.0 µg,96.0 µg,0.89 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
